Name,Achilles tendon stress,Ankle plantar/dorsiflexion angle,Ankle in/eversion angle,Ankle plantar/dorsiflexion moment,Ankle in/eversion moment,Ankle power,A/P GRF,Hip ad/abduction moment,Hip in/external rotation moment,Hip power,Knee ad/abduction angle,Knee ad/abduction moment,Knee in/external rotation moment,Ipsi/contralateral pelvic lean,EMG activation for gastrocnemius,EMG activation for soleus
69,5.876596222,22.7725,7.21533,2.7202,0.148411,26.7509,8.59475,0.878919,-0.0151286,-6.01289,3.59895,-0.230408,-0.0666744,-14.6867,0.835219622,0.813249247
70,7.280519232,18.9467,7.13414,2.57097,0.136727,27.6709,8.3307,0.811225,-0.00962585,-5.67932,2.80784,-0.302604,-0.06385,-15.0234,0.816282293,0.788984655
71,10.29390452,14.8106,7.02178,2.37847,0.117524,27.5979,7.92238,0.718691,-0.0119285,-5.43336,2.07638,-0.366364,-0.0682937,-15.3283,0.797344964,0.764243878
72,21.83039742,10.4318,6.87414,2.13835,0.0924504,26.3459,7.36228,0.602251,-0.0203483,-5.15183,1.41376,-0.421128,-0.0764728,-15.5991,0.777652244,0.741372127
73,4.516099054,20.8679,2.72416,3.51508,0.0690395,17.215,10.8352,0.89014,-0.0978244,-0.758504,4.02516,0.328847,0.00338722,-6.31095,0.918842935,0.906494877
74,4.999741571,19.1709,2.42909,3.42506,0.0546687,20.827,10.7872,0.841774,-0.0888165,-1.77485,3.67785,0.285387,-0.00160183,-6.79169,0.902315008,0.890186631
75,5.782349689,17.1247,2.12218,3.30195,0.0428198,24.139,10.6713,0.803689,-0.0824503,-2.63743,3.38181,0.255472,-0.0040802,-7.25696,0.883975049,0.871124254
76,7.225842281,14.716,1.8054,3.14118,0.0337884,26.8341,10.4711,0.776776,-0.076216,-3.28573,3.12699,0.239336,-0.00297407,-7.70091,0.865377012,0.851547592
77,10.71701538,11.9401,1.48138,2.94466,0.0231837,28.6392,10.192,0.72742,-0.065847,-3.49622,2.90018,0.219036,-0.000890397,-8.11773,0.846026708,0.834366414
78,29.91714711,8.80436,1.15389,2.70509,0.016146,29.2002,9.78866,0.674411,-0.0521436,-3.33218,2.68674,0.207498,0.00544699,-8.50161,0.824392146,0.817543883
79,2.551372731,23.0121,2.13454,2.61353,0.222838,19.3122,8.53502,1.40757,-0.0350744,-5.82914,11.4055,0.649179,0.161383,-5.6036,0.935915502,0.860805218
80,2.796015257,20.5999,2.11661,2.445,0.206995,20.4264,8.11323,1.31058,-0.0196595,-5.93677,10.4489,0.537437,0.137092,-5.75552,0.918719528,0.835317922
81,3.209885945,17.8747,2.09362,2.25314,0.187246,20.8651,7.61694,1.18986,-0.00655691,-5.79016,9.50965,0.419393,0.112305,-5.88057,0.9014681,0.809830626
82,3.99992015,14.8534,2.06421,2.02694,0.160381,20.4176,7.02911,1.04838,0.000879147,-5.40124,8.60203,0.298365,0.0841153,-5.97641,0.884256903,0.78617357
83,6.116914382,11.5649,2.02743,1.77144,0.132849,19.0661,6.32912,0.901826,0.00727381,-4.86385,7.74274,0.18339,0.0594546,-6.0412,0.866848902,0.761559698
84,28.60496204,8.05184,1.98311,1.49365,0.103571,16.8674,5.524,0.736844,0.0114141,-4.11944,6.9506,0.0688389,0.0367439,-6.07345,0.849374573,0.736384026
85,1.179205113,43.4025,0.640498,3.21261,0.14872,-0.343095,9.06312,1.72491,-0.363602,4.92548,-7.82339,-0.124575,-0.157558,-5.51081,1,1
86,1.200014863,43.3177,0.529674,3.26266,0.138549,2.49451,9.35638,1.72609,-0.357001,4.36394,-9.15112,-0.164806,-0.165103,-6.47847,0.985740273,0.973135676
87,1.199806305,42.6835,0.3701,3.21226,0.117385,6.13423,9.41783,1.63303,-0.334194,3.34236,-10.2011,-0.192114,-0.164227,-7.47028,0.969276068,0.942578151
88,1.313203479,21.8191,-1.44358,1.55546,0.0121399,15.0118,5.82648,0.051412,0.0568487,0.924383,-7.90123,0.0741188,0.00851897,-12.034,0.792887094,0.651366696
89,1.521994651,15.7257,-1.6597,1.06875,0.0208158,10.1141,3.99029,-0.105382,0.0762748,0.188995,-6.76743,0.137063,0.0490057,-12.3223,0.752728618,0.585882823
90,2.715980188,9.76488,-1.73323,0.570825,0.0260352,4.99269,2.17561,-0.234455,0.0813864,-0.346927,-5.83359,0.149107,0.0694186,-12.4485,0.710679123,0.513751795
91,1.565882492,27.2121,0.715538,2.34069,0.121888,17.1601,7.04783,0.426177,0.0335984,-1.69608,-5.45573,0.316205,0.159438,-4.13993,0.740118545,0.595982103
92,1.70518649,24.7436,0.491187,2.25251,0.115681,19.091,6.8901,0.325717,0.0420626,-1.88404,-4.94316,0.254821,0.140179,-4.4152,0.725218328,0.579487279
93,1.916678767,21.9371,0.251893,2.14559,0.10487,20.6841,6.67779,0.227304,0.0432081,-2.23524,-4.36933,0.211239,0.11952,-4.66067,0.710314827,0.562710199
94,2.285657892,18.7791,0.00130831,2.0289,0.098001,21.8139,6.46889,0.165806,0.0434024,-2.26842,-3.75181,0.187675,0.106053,-4.87389,0.69440593,0.546143691
95,3.024065224,15.2699,-0.254996,1.88684,0.0912569,22.1709,6.23224,0.126197,0.0404296,-2.11326,-3.10864,0.181502,0.0940068,-5.05282,0.67706451,0.529613025
96,5.247997864,11.4311,-0.509377,1.7213,0.0845108,21.6364,5.91243,0.0754714,0.0369069,-2.03618,-2.45748,0.182107,0.0822855,-5.19589,0.659854513,0.512269939
97,2.203883929,23.6044,3.95125,2.08262,0.411791,17.8278,6.30379,0.742707,-0.0374508,-3.48127,13.0379,0.462239,0.150665,-10.2697,0.830582227,0.913168911
98,2.45678186,20.918,3.92442,1.95744,0.388789,18.3055,6.06487,0.723843,-0.0320095,-4.01452,12.5389,0.410964,0.12915,-10.2869,0.814392237,0.900833346
99,2.876410396,17.9846,3.88928,1.81666,0.358091,18.3389,5.7711,0.687145,-0.0305135,-4.38192,11.9904,0.350814,0.100425,-10.2724,0.797970718,0.88833707
100,3.68462885,14.8218,3.84444,1.65658,0.324646,17.8449,5.39264,0.634948,-0.026644,-4.64134,11.3966,0.282063,0.0722923,-10.2261,0.781171263,0.87537042
101,5.884061815,11.456,3.78854,1.47987,0.286778,16.794,4.94022,0.580614,-0.0187229,-4.86384,10.7644,0.209991,0.0485249,-10.1481,0.76535921,0.861996112
102,33.41428195,7.92364,3.7205,1.29332,0.24349,15.256,4.42039,0.514025,-0.00938402,-5.01242,10.1033,0.129997,0.0251878,-10.0394,0.750623085,0.848343499
103,3.083830786,25.9659,1.44362,2.77615,0.230188,8.28463,6.3044,0.844431,-0.0334981,-2.38341,-3.31,0.78703,0.280564,-8.9422,0.875286298,0.890871187
104,3.349583611,23.8273,1.29216,2.69012,0.227939,10.3382,6.3106,0.755324,-0.0050175,-2.82363,-3.30378,0.670531,0.25413,-9.57924,0.85599018,0.917679441
105,3.734429301,21.2192,1.16908,2.54913,0.223881,12.0377,6.16084,0.649728,0.0182239,-3.15516,-3.25632,0.545229,0.218726,-10.1885,0.838991931,0.938920829
106,4.380204134,18.1332,1.07562,2.3523,0.215482,13.0957,5.85323,0.526046,0.0348968,-3.28554,-3.20805,0.411347,0.176327,-10.7452,0.824201734,0.952670239
107,5.740825689,14.5915,1.01275,2.1011,0.197093,13.2562,5.38607,0.372599,0.0426847,-3.17394,-3.19109,0.264653,0.126334,-11.2229,0.805564288,0.964159025
108,10.54539674,10.6582,0.981731,1.80404,0.175453,12.395,4.75598,0.212855,0.0415622,-2.92848,-3.22281,0.127991,0.0781257,-11.5958,0.787428332,0.974328572
109,1.52123783,44.472,4.6718,2.89442,0.22054,15.3725,7.01632,1.13179,-0.0428598,-3.08737,18.441,0.321895,0.00829796,-8.29566,0.881085813,0.868811358
110,1.623876988,40.3618,4.71318,2.79053,0.207364,19.358,6.74666,1.04929,-0.0486517,-3.2869,15.2252,0.0948546,-0.000800596,-8.62503,0.849498533,0.83088841
111,1.805422246,34.9771,4.77293,2.64902,0.205549,22.8235,6.53574,0.809409,-0.0574636,-2.44653,12.151,-0.148253,-0.00412913,-8.92229,0.813933976,0.783859453
112,2.152122686,28.2557,4.83129,2.44935,0.202018,24.8923,6.00047,0.689393,-0.0677019,-2.65043,9.34403,-0.321496,-0.012606,-9.17015,0.775156679,0.734467346
113,2.930763927,20.3656,4.84776,2.13829,0.18008,24.1664,5.17405,0.643373,-0.0806328,-3.44826,6.92107,-0.441911,-0.0287679,-9.35429,0.734993714,0.680682028
114,6.376244264,11.8734,4.77264,1.67835,0.132621,19.6256,4.27103,0.418982,-0.105001,-3.00819,5.01482,-0.577869,-0.0515605,-9.46537,0.710434418,0.619982805
115,4.993549438,16.3232,10.7349,2.65006,0.173851,8.23885,8.69953,0.664316,-0.103156,-0.789814,24.7419,1.75209,0.296346,-14.2217,0.967987589,0.728424762
116,5.747855047,14.9375,10.3995,2.59458,0.154655,9.12967,8.5863,0.721532,-0.0951113,-1.47618,23.9358,1.72094,0.283429,-14.5588,0.959738475,0.718690622
117,6.972070631,13.4046,10.0365,2.52938,0.140424,10.0293,8.44599,0.769761,-0.0872966,-2.02526,23.0946,1.66739,0.275412,-14.8948,0.950789007,0.70853509
118,9.288063454,11.7197,9.64874,2.45491,0.121478,10.918,8.27959,0.80539,-0.077105,-2.57865,22.2233,1.59567,0.261965,-15.2294,0.941617908,0.697988814
119,15.21860374,9.88093,9.23942,2.36716,0.104925,11.7198,8.08523,0.830937,-0.0660574,-3.02833,21.327,1.50602,0.250291,-15.562,0.932291667,0.686745326
120,62.40351947,7.89054,8.81224,2.26476,0.0868105,12.38,7.85445,0.847002,-0.0535632,-3.46223,20.4115,1.40275,0.235384,-15.8916,0.922362589,0.674934876
121,2.742303836,19.4836,4.73747,0.912707,-0.00179218,6.45874,2.26805,0.127543,-0.0993717,-2.01537,4.32718,-0.344597,-0.0482301,-8.99215,0.931654676,0.781424334
122,2.861588141,17.0059,4.81533,0.76533,0.000626439,5.21744,1.92877,0.201772,-0.103125,-2.12235,4.14987,-0.298131,-0.0544085,-8.90016,0.923677294,0.756709391
123,3.003618043,14.6554,4.90422,0.613843,0.000261008,3.93463,1.56145,0.287645,-0.106086,-2.20177,4.08083,-0.25103,-0.0635846,-8.79951,0.915182245,0.730198384
124,3.221184418,12.4793,5.00377,0.467216,-0.00140092,2.73511,1.20999,0.36659,-0.105813,-2.14203,4.11708,-0.208432,-0.0711809,-8.69048,0.903707292,0.701532098
125,3.713028953,10.5167,5.11296,0.337075,-0.00336671,1.73525,0.914528,0.431173,-0.103495,-1.92011,4.25727,-0.171053,-0.0764501,-8.57349,0.885502668,0.670166272
126,5.479472774,8.79678,5.23018,0.23362,-0.00312577,1.00687,0.697587,0.478924,-0.100329,-1.58463,4.5026,-0.139908,-0.0795709,-8.44915,0.863010698,0.637107791
1,6.27300622,21.665,3.05238,2.67075,0.0227139,12.339,9.60314,0.407289,-0.132681,-3.06075,-6.67116,0.88321,0.122077,-14.4867,0.969074445,0.945483835
2,6.868407644,19.9288,2.69257,2.58648,0.0143119,14.488,9.44728,0.42306,-0.135013,-3.35983,-6.51649,0.816161,0.116563,-14.9519,0.960786618,0.935134524
3,7.797753658,17.9026,2.30508,2.48285,0.00530011,16.4483,9.22987,0.449082,-0.134758,-3.55619,-6.28584,0.746497,0.11049,-15.4122,0.95186286,0.924364119
4,9.395134979,15.5824,1.89479,2.35595,-0.00607422,18.0613,8.94642,0.468354,-0.127375,-3.66059,-5.98338,0.66707,0.101994,-15.8663,0.942890717,0.913508931
5,12.7373948,12.9692,1.46818,2.20686,-0.014084,19.1525,8.58829,0.490859,-0.112224,-3.65953,-5.61709,0.587473,0.0970941,-16.3125,0.934056819,0.902241126
6,23.80652057,10.0701,1.03334,2.03877,-0.0249848,19.6578,8.13848,0.499921,-0.0918385,-3.56357,-5.19888,0.501182,0.088657,-16.7489,0.925063939,0.890247004
7,6.507359081,21.3244,-1.8148,2.62317,0.0730371,14.3409,9.72065,0.364446,-0.129223,-1.19524,-9.77016,0.272512,0.201881,-9.84223,0.939520164,0.959870672
8,7.153943946,19.5923,-2.07607,2.54301,0.0741572,16.594,9.5861,0.350339,-0.120323,-2.30382,-9.32461,0.272186,0.203197,-10.2092,0.928825964,0.954359616
9,8.197249758,17.4974,-2.33218,2.43506,0.076371,18.4704,9.35051,0.344066,-0.108964,-3.47135,-8.81963,0.273433,0.199991,-10.5747,0.918094837,0.94634126
10,10.10807722,15.0286,-2.57406,2.29559,0.0768459,19.7467,9.02232,0.337363,-0.0914329,-4.56052,-8.27484,0.26807,0.191026,-10.9327,0.907071983,0.936658323
11,14.62887263,12.1935,-2.792,2.1253,0.0754614,20.2454,8.57964,0.326165,-0.0662182,-5.36218,-7.71495,0.253415,0.17702,-11.2764,0.894956075,0.926712557
12,37.10096759,9.02272,-2.97653,1.92488,0.0716939,19.8471,7.99522,0.30016,-0.0375331,-5.93586,-7.1671,0.227684,0.156492,-11.5984,0.88233426,0.916357947
13,2.800073592,23.6072,2.29463,2.75521,0.0369594,18.866,9.83722,-0.278042,-0.0249581,-8.77176,-1.47159,0.0961422,-0.157473,-16.2508,0.727576076,0.74028187
14,3.102144934,21.2102,1.84092,2.62575,0.0211193,21.1152,9.71443,-0.296006,-0.0230249,-8.66287,-1.95941,-0.0120302,-0.140199,-16.5385,0.711986209,0.729146898
15,3.586271569,18.5033,1.36164,2.46808,0.0133988,22.9129,9.52205,-0.291723,-0.0166111,-8.07936,-2.42469,-0.103787,-0.114406,-16.7893,0.696459301,0.717595413
16,4.512312478,15.4652,0.862772,2.28753,0.000926676,24.1023,9.21789,-0.291635,-0.00810701,-7.349,-2.8613,-0.183577,-0.0919548,-16.9989,0.680134912,0.705363724
17,6.898718213,12.0782,0.352884,2.07185,-0.00867243,24.3132,8.75815,-0.292286,0.000718354,-6.53721,-3.26396,-0.240276,-0.071644,-17.1636,0.663573677,0.692454828
18,27.59298479,8.33442,-0.156216,1.83022,-0.0234732,23.4301,8.13667,-0.30523,0.0099419,-5.71767,-3.62849,-0.281941,-0.0562811,-17.2801,0.647252286,0.678218484
19,2.084735871,25.1255,-1.8592,2.38646,-0.081527,20.4242,7.84304,0.341419,0.0795991,-1.71512,-6.59223,-0.00571387,0.060357,-8.88132,0.825623811,0.763986059
20,2.305467777,22.5204,-2.0361,2.27419,-0.0576319,20.9276,7.62199,0.320168,0.0805801,-1.55514,-6.11404,0.0408646,0.0566317,-9.13932,0.806942585,0.741165112
21,2.6432217,19.7084,-2.20375,2.14668,-0.0406176,21.0104,7.36547,0.282246,0.0761743,-1.47209,-5.64315,0.0749825,0.0466115,-9.39188,0.786525388,0.718746457
22,3.237391548,16.7053,-2.35947,2.01396,-0.0258312,20.7304,7.05744,0.236724,0.0705102,-1.48541,-5.19193,0.100638,0.0365917,-9.63547,0.764819231,0.695702421
23,4.4767088,13.5323,-2.50047,1.8663,-0.0154818,19.9986,6.67561,0.171108,0.0596411,-1.55993,-4.77251,0.110482,0.0218129,-9.86647,0.742709461,0.672775415
24,8.631805193,10.2164,-2.62416,1.7058,-0.0100987,18.8367,6.19849,0.095734,0.0457474,-1.71667,-4.3963,0.105991,0.00633459,-10.0813,0.720864427,0.651947643
25,3.220091882,23.5967,0.79475,2.52889,0.175091,16.4498,9.09603,0.144067,0.0519353,-5.41946,7.08611,0.423485,0.141595,-8.26332,0.843737556,0.898959706
26,3.510467782,21.4993,0.537513,2.41986,0.168576,18.0446,8.88058,0.164442,0.0407477,-5.51555,7.3154,0.432255,0.147805,-8.44085,0.826589765,0.882541435
27,3.956778014,19.1122,0.285955,2.28801,0.161909,19.1798,8.58647,0.187186,0.0304216,-5.49087,7.56863,0.441685,0.151821,-8.59488,0.80972281,0.865875387
28,4.74828876,16.4391,0.0445564,2.14433,0.158066,19.8301,8.21409,0.214796,0.020512,-5.27013,7.82809,0.452702,0.155444,-8.72491,0.793819921,0.848589432
29,6.369305454,13.4939,-0.182021,1.96994,0.150845,19.7308,7.73292,0.24044,0.0146408,-5.02778,8.0755,0.456664,0.156217,-8.83086,0.777615237,0.829359305
30,11.69153378,10.3029,-0.389256,1.77495,0.13638,18.9212,7.12783,0.245546,0.0125396,-4.77517,8.29321,0.440651,0.150726,-8.9129,0.764072213,0.80944431
31,2.075403975,22.4082,0.374721,2.22469,0.116171,13.464,7.13307,-0.126549,6.99E-05,-3.50031,-10.7284,0.06027,0.000332606,-3.45059,0.906884665,0.950759274
32,2.23321407,20.538,0.23285,2.11131,0.107739,14.7832,7.00769,-0.165953,0.00396797,-3.56054,-10.4169,0.00416086,-0.00990809,-3.44514,0.900585054,0.944948328
